intens,Aki(s^-1),Acc,Ei(Ry),Ek(Ry),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""2.495e-06""",AAA,"=""0.000000000000000""","=""0.7495987475942""","=""1s""","=""2S""","=""1/2""","=""2s""","=""2S""","=""1/2""",M1,"=""T7651""","=""L12363""",
intens,Aki(s^-1),Acc,Ei(Ry),Ek(Ry),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""6.7464e+01""",AAA,"=""0.74960060""","=""[0.998841848]""","=""2""","=""""","=""""","=""40""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""7.6576e+01""",AAA,"=""0.74960060""","=""[0.998809403]""","=""2""","=""""","=""""","=""39""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""8.7206e+01""",AAA,"=""0.74960060""","=""[0.998774364]""","=""2""","=""""","=""""","=""38""","=""""","=""""",,"=""T8637""","=""""",
"=""700""","=""9.9657e+01""",AAA,"=""0.74960060""","=""[0.998736445]""","=""2""","=""""","=""""","=""37""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""700""","=""1.1430e+02""",AAA,"=""0.74960060""","=""[0.998695323]""","=""2""","=""""","=""""","=""36""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""700bl""","=""1.3161e+02""",AAA,"=""0.74960060""","=""[0.998650626]""","=""2""","=""""","=""""","=""35""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""700""","=""1.5216e+02""",AAA,"=""0.74960060""","=""[0.998601927]""","=""2""","=""""","=""""","=""34""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""700""","=""1.7669e+02""",AAA,"=""0.74960060""","=""[0.998548734]""","=""2""","=""""","=""""","=""33""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""700bl""","=""2.0612e+02""",AAA,"=""0.74960060""","=""[0.998490477]""","=""2""","=""""","=""""","=""32""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""800""","=""2.4162e+02""",AAA,"=""0.74960060""","=""[0.998426492]""","=""2""","=""""","=""""","=""31""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""1100bl""","=""2.8474e+02""",AAA,"=""0.74960060""","=""[0.998356002]""","=""2""","=""""","=""""","=""30""","=""""","=""""",,"=""T8637""","=""L7400c29""",
